date,aqi,pm2_5,pm10,co2_ppm,no2_ppb,ozone_ppb,city,category,temperature_c
2022-01-06 04:36:14.570153,171.6,1.1,2.59,433.0,59.4,32.2,Sydney,Very Unhealthy,
2023-03-21 15:35:07.581913,20.7,2.54,5.79,450.7,54.5,36.1,Beijing,Good,17.5
2020-04-04 21:01:25.831468,105.5,1.26,1.71,420.1,66.9,138.6,Beijing,Hazardous,40.6
2021-05-24 14:26:04.200700,277.4,5.05,6.94,433.3,23.6,,Mumbai,Hazardous,
2022-12-28 10:34:27.587487,64.7,9.8,15.65,431.1,65.4,51.9,New York,good,19.9
2022-07-23 17:44:03.621525,11.3,68.84,125.27,406.0,20.5,98.5,Mumbai,Very Unhealthy,21.6
2023-06-11 14:17:51.190114,153.1,2.64,6.11,431.2,14.3,56.8,Los Angeles,Moderate,40.3
2023-11-12 17:06:08.722747,1000.0,29.74,50.13,,11.2,31.2,Beijing,Moderate,28.4
2020-06-21 17:26:09.828234,130.4,15.09,21.5,340.7,27.3,43.0,Cairo,Good,19.0
2023-08-23 13:12:54.246533,,9.71,14.96,439.7,15.6,71.2,Mumbai,Unhealthy,20.9
,4.2,8.8,14.73,430.4,10.5,50.7,Mumbai,Unhealthy,20.9
2020-03-14 20:08:55.492340,,31.13,77.6,416.7,30.8,26.7,Beijing,Moderate,14.1
2020-06-28 04:09:30.821907,142.1,13.52,30.16,421.4,23.9,3.6,Mumbai,MODERATE,45.5
2023-11-13 07:54:00.049291,128.0,23.37,32.35,366.0,4.4,2.3,Los Angeles,,24.4
2020-05-08 06:17:40.365946,58.1,,,401.9,46.6,57.5,Mumbai,,30.1
2022-11-18 20:16:02.612944,55.5,8.81,14.14,410.5,51.3,57.1,New York,Moderate,22.1
2020-08-28 13:32:09.057362,4.0,3.38,2000.0,414.7,,35.0,Beijing,Good,23.8
2023-07-31 18:25:49.869253,67.3,56.14,70.04,448.7,8.3,10.9,,Moderate,37.4
2021-05-18 08:03:58.574014,43.3,2.72,6.42,432.4,,7.2,,MODERATE,24.8
2022-11-22 03:09:10.713069,224.5,16.61,28.84,402.3,8.0,48.4,Mumbai,MODERATE,35.8
2021-11-24 09:01:52.560042,79.2,3.93,7.95,431.5,89.2,54.5,Toronto,Good,25.7
2021-03-17 03:25:44.122608,6.3,1.92,4.5,399.1,0.2,3.4,Los Angeles,Hazardous,24.5
2023-12-21 13:31:25.581503,5.7,,1.55,397.5,,22.7,,good,38.2
2020-09-03 09:02:57.331973,56.5,29.35,37.94,443.7,15.5,52.0,Los Angeles,good,22.8
2021-04-08 04:43:00.059976,18.7,1.24,2.78,440.2,,3.7,Sydney,good,
2023-02-11 09:51:47.003921,38.4,5.12,10.46,421.4,20.1,15.9,Toronto,Moderate,13.7
2020-03-31 05:29:03.046299,0.7,6.22,7.51,,117.8,42.5,Beijing,Hazardous,7.6
,18.4,0.5,1.0,422.5,24.1,36.8,Cairo,Good,13.3
2021-07-12 19:15:55.279456,140.1,22.7,48.22,409.0,34.8,11.2,Beijing,Hazardous,14.5
2023-07-31 11:40:56.450697,11.2,34.95,83.46,397.3,10.0,54.2,Mumbai,Good,12.5
2022-09-04 18:47:14.078279,34.0,45.4,84.04,407.7,9.7,,Cairo,Hazardous,13.2
2021-10-14 16:46:15.898572,56.9,1.12,1.71,441.2,40.1,31.9,Mumbai,Good,8.6
2020-09-29 00:53:02.975663,15.7,22.62,29.62,,13.6,2.4,London,Hazardous,17.6
2021-12-28 23:10:58.680439,11.8,1.8,3.67,380.8,5.4,62.7,New York,Moderate,24.3
2020-05-21 10:36:13.627381,83.7,0.01,0.02,431.8,41.8,12.9,Mumbai,Very Unhealthy,31.0
2021-02-27 05:02:49.106729,,11.07,15.49,-100.0,174.7,3.3,Mumbai,Hazardous,17.4
2023-11-09 06:40:54.694818,26.3,13.19,27.37,402.2,50.5,35.7,London,Moderate,26.5
2022-10-14 02:33:01.749168,96.5,0.98,,375.5,7.5,12.3,Cairo,Moderate,28.5
2020-05-06 17:22:23.383065,3.3,6.26,8.1,403.1,48.2,13.8,Mumbai,Moderate,18.7
2020-06-18 19:50:24.496379,176.4,4.54,6.49,426.4,,11.1,Toronto,Good,30.6
2023-05-20 21:49:10.101537,3.9,8.31,14.0,351.9,19.4,4.8,Toronto,Moderate,23.6
2021-02-24 05:28:13.074089,42.9,17.23,33.62,416.1,49.8,47.7,New York,Moderate,
2021-01-17 10:56:14.596310,13.6,5.87,7.66,426.5,68.1,80.2,Los Angeles,Hazardous,35.9
2023-12-07 03:41:51.726627,189.5,33.72,75.18,350.5,31.3,34.3,Los Angeles,good,24.1
2022-02-14 20:26:19.665567,50.3,32.12,66.47,394.5,14.2,10.6,London,Unhealthy,10.5
2022-01-08 12:23:53.285390,27.4,10.3,14.1,396.9,23.3,,London,MODERATE,35.6
2021-11-01 11:22:37.244203,8.3,8.89,18.5,450.1,3.9,84.2,Cairo,good,27.7
2020-06-30 09:35:07.922710,119.5,6.63,9.97,358.1,32.4,78.7,Mumbai,Very Unhealthy,24.8
2022-06-03 01:02:42.284271,166.1,22.06,27.76,,29.4,34.2,Sydney,Moderate,19.9
2020-09-22 20:21:19.512230,373.5,19.38,25.87,374.4,4.6,0.0,Sydney,Very Unhealthy,45.8
2022-06-04 17:55:08.247241,26.5,21.7,42.16,434.1,31.3,2.9,Sydney,Hazardous,6.3
2021-07-15 05:49:47.142841,73.4,3.16,5.76,429.8,53.2,97.2,London,,18.4
2022-03-15 01:33:44.519387,10.3,3.77,9.09,400.8,8.3,12.9,Mumbai,Very Unhealthy,22.2
2020-10-28 02:02:45.558801,,9.85,15.46,471.8,23.3,16.4,Sydney,Moderate,16.0
2023-10-07 16:30:26.721448,15.9,0.5,0.7,404.7,19.7,14.8,Toronto,Very Unhealthy,11.4
2021-12-30 02:28:38.720757,10.5,32.17,52.96,383.0,36.4,42.3,Toronto,good,13.0
2020-04-16 14:43:34.198750,26.0,24.9,40.32,447.2,20.0,16.5,Mumbai,Moderate,7.3
,191.1,21.72,32.56,401.5,18.0,1.2,Mumbai,Moderate,32.1
2022-08-20 09:48:34.100380,81.2,37.99,56.84,366.4,7.4,61.3,Toronto,Unhealthy,16.4
2020-09-17 17:59:57.578640,10.3,12.23,19.85,416.9,22.5,13.1,Mumbai,good,39.7
2022-04-24 21:54:22.312908,153.4,133.7,194.46,394.2,11.5,15.6,London,Good,22.7
2022-05-07 08:37:28.566793,12.6,37.46,53.65,381.7,31.6,12.2,,Good,5.1
2020-09-10 00:28:06.636480,34.9,22.34,36.73,379.7,30.9,6.7,Sydney,Very Unhealthy,21.3
2020-02-03 20:39:13.394369,59.2,,54.13,422.5,32.5,22.5,Mumbai,MODERATE,11.1
2021-08-26 19:59:56.756818,152.9,12.25,16.61,330.1,7.8,127.7,London,MODERATE,5.6
2022-07-21 00:53:18.679201,186.7,25.27,53.91,399.5,65.4,196.9,London,Hazardous,32.2
2020-03-21 22:59:46.222884,1000.0,4.19,9.45,,2.9,0.5,Cairo,Unhealthy,36.4
2023-03-08 02:05:36.250316,,27.42,63.31,381.4,110.5,22.8,New York,Hazardous,14.5
2023-12-23 09:57:07.311465,61.1,1.73,2.66,481.9,10.9,17.6,New York,Unhealthy,-100.0
2020-04-17 10:19:02.182738,173.0,49.08,,390.0,32.1,9.1,New York,Unhealthy,20.3
2021-04-23 09:12:34.634063,12.7,51.68,123.49,443.3,2.6,20.3,Beijing,Good,7.7
2023-06-29 04:28:48.523085,12.0,47.34,78.86,377.4,72.3,25.2,Beijing,,32.5
2023-06-24 12:21:56.462884,245.5,13.37,24.39,409.8,1.0,129.8,New York,Hazardous,35.7
2021-01-17 10:56:14.596310,13.6,5.87,7.66,426.5,68.1,80.2,Los Angeles,Hazardous,35.9
2023-10-12 23:38:34.950781,45.1,999.0,2327.09,,25.4,17.2,Los Angeles,Good,
2021-06-27 12:16:37.569705,26.3,5.41,13.38,410.6,,85.8,London,Unhealthy,24.8
2022-11-05 22:52:27.922472,169.5,30.38,67.34,436.3,15.4,5.2,London,Good,38.0
2023-05-28 20:09:32.211387,18.9,35.25,76.11,424.8,,30.1,Beijing,MODERATE,14.2
2021-12-24 00:58:13.268664,87.2,24.52,41.4,395.1,7.0,154.5,New York,Moderate,17.1
,119.0,6.37,15.05,459.3,11.8,71.9,Cairo,MODERATE,50.5
2023-10-03 05:41:07.558951,112.3,45.65,80.09,,13.8,0.7,New York,good,17.2
2023-04-10 15:35:14.143264,2.0,30.72,50.46,439.1,13.9,52.0,Cairo,Unhealthy,39.2
2023-07-26 05:39:14.796204,13.9,1.88,2.7,432.0,17.4,52.0,Los Angeles,Very Unhealthy,28.4
2020-09-13 19:51:18.868113,50.1,3.92,5.84,453.5,5.4,3.1,Cairo,,16.2
2020-08-03 21:36:26.769034,69.9,3.84,7.16,357.7,11.4,18.0,Cairo,MODERATE,24.0
2021-10-04 06:19:38.097153,134.7,39.71,98.8,424.3,22.5,30.8,Sydney,Very Unhealthy,-100.0
2022-03-16 22:56:53.128306,90.4,52.95,81.97,408.7,,73.8,Cairo,Unhealthy,13.2
2022-12-17 22:19:56.552944,23.5,,57.78,402.9,,26.8,Los Angeles,MODERATE,16.1
2023-01-07 16:11:15.257589,110.0,8.49,14.73,354.4,45.6,22.8,Los Angeles,good,23.3
2020-06-27 01:23:37.116282,107.8,16.72,23.42,,9.5,49.9,Sydney,Very Unhealthy,8.2
2021-05-06 10:35:55.414487,131.6,2.58,3.44,418.9,19.2,39.0,Los Angeles,Very Unhealthy,30.9
2022-04-09 19:00:53.866266,-50.0,44.27,,422.7,33.6,,New York,MODERATE,32.6
2020-03-12 02:47:11.501126,46.1,23.31,50.3,405.0,4.7,27.4,Beijing,MODERATE,11.5
2022-07-22 13:35:13.789002,290.4,1.56,3.9,-100.0,36.8,65.5,Mumbai,Moderate,25.8
2023-05-28 09:33:31.224595,17.1,12.31,17.71,406.1,54.1,0.6,New York,Unhealthy,24.4
2022-08-07 00:11:51.618697,104.0,31.25,72.32,387.7,2.3,189.5,London,Good,22.5
2021-02-12 16:07:33.024746,14.3,21.48,,427.6,119.4,72.1,New York,Moderate,
2022-01-06 17:12:57.143433,79.7,32.63,50.35,396.1,7.4,61.1,New York,,37.0
2022-04-18 19:24:42.824668,22.4,12.88,20.0,450.8,40.8,,Cairo,Moderate,41.2
2023-05-20 07:21:21.679663,141.2,10.44,13.76,399.4,76.2,96.4,New York,Unhealthy,18.9
2023-11-26 00:31:06.316346,1.5,3.19,7.03,408.3,,40.5,,MODERATE,20.1
2022-05-23 13:23:07.191088,19.5,29.58,,422.7,21.0,1.1,New York,Unhealthy,16.5
2023-04-06 20:43:45.505736,34.4,8.22,11.91,380.5,66.9,27.3,London,Hazardous,21.3
,14.9,1.77,2.84,390.0,12.5,13.9,New York,Moderate,31.7
,85.8,94.0,137.63,419.4,170.8,39.7,,MODERATE,14.6
2023-12-18 06:57:00.798637,58.5,12.67,27.6,454.0,2.5,18.5,London,good,9.1
2023-01-31 02:08:27.820169,9.8,20.86,35.72,396.4,59.0,115.6,Cairo,,27.0
,134.8,9.69,21.99,411.3,15.4,14.6,Sydney,Good,14.0
2021-05-23 02:12:11.961529,171.0,5.45,7.49,438.5,33.5,11.8,Sydney,Unhealthy,17.3
2021-12-29 16:30:37.494919,218.0,37.82,51.86,441.0,,113.3,London,,23.0
,141.7,17.66,36.11,428.7,1.5,19.4,Los Angeles,Very Unhealthy,-100.0
2020-07-10 01:11:03.616918,63.7,1.72,4.11,384.0,11.2,14.8,Beijing,good,16.1
2021-04-16 09:46:35.682540,57.2,2.05,4.11,393.4,7.0,27.9,Mumbai,Hazardous,27.5
2023-02-07 23:20:42.902280,13.9,8.4,17.44,387.1,105.6,6.1,Mumbai,Hazardous,7.5
2020-05-27 09:50:32.452352,149.0,7.94,11.38,407.5,14.6,4.3,Mumbai,MODERATE,29.7
2023-05-22 17:15:06.552563,,5.96,7.29,408.8,89.4,71.9,Cairo,MODERATE,
2023-03-21 13:02:58.566671,5.3,24.18,52.94,,17.5,8.4,London,Unhealthy,28.0
2021-11-06 12:49:58.484746,5.6,6.32,10.68,410.0,23.7,181.9,,Moderate,16.2
2022-09-24 11:15:25.690379,14.2,24.46,43.17,438.4,22.6,16.5,New York,Very Unhealthy,4.2
2022-11-29 09:37:04.269836,113.9,7.95,18.61,,36.1,45.6,Toronto,Very Unhealthy,27.3
2021-11-12 12:23:38.726566,154.4,18.12,35.75,395.5,21.5,10.1,Los Angeles,Very Unhealthy,16.2
2020-01-23 20:36:15.133289,47.5,15.14,23.45,436.3,11.2,14.1,Sydney,Hazardous,29.3
2021-08-04 12:39:56.834196,22.3,24.62,53.3,,11.9,9.9,Cairo,Hazardous,18.5
2022-06-18 12:05:58.324955,377.3,31.13,77.78,417.8,999.0,118.8,Beijing,good,29.5
2021-05-20 17:44:41.811382,83.8,0.34,,,48.1,33.6,Sydney,Hazardous,9.8
2022-10-24 12:01:46.780866,39.4,15.44,29.24,386.0,10.7,16.7,New York,Hazardous,24.2
2021-03-11 21:47:59.409172,,13.02,28.13,362.0,23.5,11.0,Toronto,Unhealthy,27.9
2022-04-16 17:12:41.418453,98.8,6.18,9.78,431.1,25.9,59.8,Sydney,Good,
2022-06-14 16:37:14.149242,17.7,16.51,23.62,433.3,4.3,181.4,Beijing,Very Unhealthy,22.2
2020-12-28 05:01:39.708752,14.8,7.2,13.64,410.2,83.9,6.5,,Good,28.7
2020-12-30 16:22:58.814640,1.7,35.04,42.23,401.2,26.9,109.9,Toronto,Unhealthy,29.2
2021-09-06 03:34:15.689891,10.7,2.18,4.91,434.7,16.2,3.4,Los Angeles,Moderate,25.2
2021-11-28 13:15:17.714662,136.0,7.99,,428.6,78.7,63.7,Toronto,good,26.7
2022-09-05 15:03:29.322042,234.7,,7.73,422.2,38.2,150.9,,MODERATE,31.4
2022-10-26 23:42:30.022308,66.9,16.45,23.35,404.6,71.9,32.3,Toronto,Hazardous,13.4
2022-02-24 07:31:12.724587,91.2,999.0,2040.61,336.9,25.7,27.5,Beijing,Good,6.9
2020-03-17 16:32:53.412788,70.8,16.57,40.34,403.7,13.6,30.9,Los Angeles,good,18.4
2023-05-15 22:28:19.431234,46.2,,24.71,389.7,99.7,3.6,Beijing,Unhealthy,0.5
2020-11-24 12:44:16.152648,3.7,69.18,131.3,366.5,3.5,10.4,New York,,35.9
2022-11-22 17:05:33.788341,16.1,2.02,3.43,413.1,9.3,54.2,,Unhealthy,35.8
2020-08-11 13:20:03.581638,60.6,41.84,84.9,379.2,73.1,1.2,New York,good,
2023-12-27 20:49:55.572583,31.8,25.79,61.11,439.5,10.9,168.4,New York,MODERATE,21.7
2023-09-16 19:42:17.101949,138.9,34.24,62.95,435.4,67.8,104.8,Los Angeles,Moderate,41.7
2022-03-31 14:29:30.948274,2.4,2.1,2.88,389.5,,17.5,Toronto,Very Unhealthy,27.0
2020-02-20 20:11:27.372336,78.2,1.09,1.92,397.5,8.0,,Toronto,good,30.1
2020-03-28 12:47:26.112556,50.1,3.42,5.2,424.8,73.6,1.6,Sydney,Good,24.8
2020-12-28 09:31:22.590137,41.4,17.26,,371.5,78.4,15.5,London,Moderate,16.3
2023-09-26 05:54:22.775320,71.7,12.84,17.6,384.0,31.2,32.7,Mumbai,Hazardous,25.5
2022-03-19 06:12:31.316558,17.6,18.87,43.86,382.6,43.0,65.1,,MODERATE,19.5
2022-04-13 04:21:20.019759,97.6,4.24,6.65,419.2,999.0,30.0,London,Unhealthy,27.0
2023-09-14 22:39:21.481347,102.8,7.51,16.01,415.6,15.5,2.8,Sydney,Hazardous,24.1
2022-05-01 23:29:24.708681,95.3,18.92,33.44,399.2,31.3,58.2,Sydney,Moderate,29.3
2023-11-22 10:08:17.685008,32.3,12.99,27.96,468.0,24.3,23.7,Beijing,Moderate,26.4
2021-04-19 21:32:12.750414,92.4,8.38,16.48,408.1,14.0,69.9,Beijing,Moderate,9.0
2023-11-21 15:31:22.460875,73.7,4.3,9.45,381.7,37.6,51.0,Los Angeles,MODERATE,26.2
2020-12-26 03:56:49.085272,54.6,11.85,20.0,404.1,12.0,137.4,London,Moderate,17.3
2022-04-09 12:40:50.818684,9.5,5.04,8.94,,8.9,35.8,Cairo,good,1.9
2023-10-24 00:36:26.608133,4.3,12.02,29.38,432.4,125.6,216.0,Cairo,Good,14.2
2022-08-13 00:45:12.898618,165.7,6.79,9.09,386.0,44.8,143.3,Los Angeles,Very Unhealthy,4.3
2022-11-25 16:46:05.480105,25.2,38.55,59.69,327.4,3.9,59.7,Cairo,Hazardous,35.3
2021-03-24 05:51:27.273653,0.4,4.05,7.28,425.4,46.6,6.8,Cairo,good,37.4
2020-01-17 16:58:57.301623,45.2,123.26,229.17,398.2,10.5,45.8,Los Angeles,Good,10.7
2020-10-28 02:02:45.558801,54.6,9.85,15.46,471.8,23.3,16.4,Sydney,Moderate,16.0
2023-11-13 21:22:00.806076,,27.19,54.91,397.5,52.5,34.1,Cairo,MODERATE,30.6
2020-02-16 08:45:05.463191,40.5,1.78,4.15,419.1,117.3,19.4,Cairo,,22.6
2023-12-02 15:08:40.434958,50.8,7.01,8.63,442.1,0.1,137.8,Los Angeles,Very Unhealthy,16.2
2021-06-22 04:05:53.682480,43.6,63.5,79.01,399.9,11.2,8.9,Sydney,Very Unhealthy,-4.7
,83.0,61.44,131.78,404.1,43.9,6.8,London,Hazardous,33.7
2021-04-24 09:07:00.659253,24.6,17.21,26.54,436.7,15.9,148.9,New York,Very Unhealthy,
2021-02-26 14:44:01.169785,-50.0,11.44,21.68,440.7,38.9,45.2,,Very Unhealthy,21.9
2022-03-13 10:21:31.741945,2.1,24.29,57.75,411.9,30.1,15.8,,Very Unhealthy,13.7
2022-07-16 19:38:30.668711,68.0,19.94,26.94,424.2,38.9,185.5,Sydney,MODERATE,15.2
2020-05-26 21:30:23.548006,70.9,6.55,10.05,428.0,68.5,30.3,London,Unhealthy,26.5
2023-07-13 02:21:05.037748,263.0,19.46,38.92,415.8,32.4,0.7,Los Angeles,Good,11.4
2020-08-25 09:58:18.251864,289.8,26.67,39.12,452.8,32.8,8.3,Sydney,Moderate,36.3
2021-12-28 15:12:23.546205,52.5,19.29,47.99,413.4,1.1,70.9,Mumbai,Good,20.1
2022-03-06 10:25:52.923263,462.8,3.8,9.17,422.5,19.6,50.6,London,Hazardous,23.1
2022-07-26 03:56:01.402142,47.7,0.65,1.22,434.1,3.5,5.7,New York,Moderate,11.7
2021-01-09 15:57:05.601607,12.0,4.1,9.37,,1.4,5.8,New York,,43.5
2021-02-06 17:22:55.399470,355.8,13.21,19.72,400.9,30.5,0.9,Sydney,Moderate,-7.0
2021-12-22 14:32:42.384715,24.4,4.67,6.15,414.1,4.2,88.5,London,MODERATE,5.6
2020-11-15 02:23:06.492683,2.1,23.94,37.23,408.2,35.8,40.1,Sydney,good,8.9
2023-01-28 11:14:11.048738,24.0,13.31,19.07,426.6,36.5,9.1,London,Unhealthy,18.0
2020-09-13 09:33:13.171794,15.0,3.66,6.26,404.9,2.3,49.2,London,good,4.5
2021-11-14 18:40:48.879971,42.6,18.37,32.46,379.0,79.5,,Toronto,MODERATE,25.7
2021-06-19 04:56:29.691704,65.6,109.34,185.54,379.2,31.2,92.1,Toronto,Moderate,44.4
2021-09-21 14:03:04.695847,18.4,15.7,,416.3,28.4,2.8,Toronto,Very Unhealthy,19.6
2022-09-09 13:39:30.931142,88.3,25.78,36.73,389.0,15.5,46.0,London,,36.5
2022-01-30 05:15:20.880372,69.7,5.02,6.86,433.5,130.1,21.2,New York,Good,9.4
2023-12-31 09:48:02.233855,68.9,37.76,0.0,434.4,66.5,73.8,London,MODERATE,8.6
2022-12-08 15:58:48.728879,2.0,61.29,87.37,388.4,32.3,5.4,Cairo,Hazardous,23.5
2020-07-21 21:34:43.108151,37.7,16.3,32.01,438.6,22.2,10.1,Los Angeles,MODERATE,31.9
2022-02-23 02:31:27.959040,68.9,,2.15,455.9,48.0,261.4,Beijing,Unhealthy,17.5
2021-03-07 01:11:54.282763,148.5,20.29,28.4,377.9,19.1,0.6,Cairo,,14.6
,8.6,20.31,37.07,399.2,83.3,61.8,Toronto,Good,42.3
2020-08-09 05:47:08.284908,34.6,5.32,8.34,464.4,3.5,42.3,Beijing,Good,25.3
2021-11-18 12:39:26.735408,53.5,,9.46,384.7,,-5.0,Los Angeles,good,18.5
2023-05-30 23:30:03.765729,20.6,25.88,54.83,399.9,44.3,47.4,Beijing,Moderate,28.5
2021-07-29 11:50:23.219217,111.5,10.23,2000.0,396.0,11.3,14.1,Sydney,Unhealthy,6.3
2021-10-29 09:10:54.308500,112.3,49.75,85.54,412.4,56.7,64.2,Toronto,Moderate,16.6
2021-04-01 16:23:33.912940,98.1,10.32,18.47,426.2,14.2,74.1,Cairo,Hazardous,19.0
2022-11-14 01:26:34.383690,99.9,,81.24,436.5,6.5,3.6,Toronto,Unhealthy,8.8
2021-05-20 12:57:12.093247,,15.89,21.2,350.2,37.3,5.5,London,good,40.3
2022-02-25 20:41:46.740912,219.8,9.25,17.0,,45.6,31.6,Los Angeles,Hazardous,21.6
2022-10-09 03:14:16.276498,20.1,15.38,29.13,404.8,23.9,143.4,Sydney,Very Unhealthy,13.7
2021-05-30 13:54:48.224373,,45.89,72.46,424.1,9.0,13.4,Cairo,Hazardous,25.9
2022-10-09 22:20:16.450388,32.0,16.61,25.5,443.6,20.5,20.2,Los Angeles,Moderate,17.6
2022-04-24 00:01:05.868123,41.4,,4.45,376.4,0.1,35.3,Mumbai,Good,26.0
2020-12-27 13:07:40.127793,41.0,2.39,5.21,415.1,-10.0,24.4,Sydney,Very Unhealthy,38.2
2021-04-13 11:48:05.782102,23.6,6.74,12.7,412.4,2.4,13.1,London,good,23.4
2023-04-07 20:06:57.290829,80.9,96.52,174.4,427.0,81.0,48.6,London,Good,26.7
2020-02-08 22:21:21.029946,13.3,32.57,56.97,432.8,4.7,67.4,Beijing,Very Unhealthy,31.8
2021-02-28 08:25:54.442129,36.8,8.54,20.53,362.0,81.9,32.6,Beijing,Moderate,6.7
2022-02-12 12:58:52.630278,190.8,1.89,4.61,408.6,34.6,40.3,Beijing,Unhealthy,31.2
2021-08-31 15:11:56.336525,62.2,11.97,25.59,415.5,32.4,30.4,Mumbai,Moderate,33.9
2020-12-27 14:45:43.625146,1000.0,61.27,,403.4,19.7,0.0,Cairo,Unhealthy,24.6
2023-08-05 23:16:53.527758,13.5,0.42,0.94,438.8,10.7,2.7,Sydney,good,17.2
2022-02-18 09:52:25.088874,25.1,4.66,10.29,476.7,47.0,71.9,Beijing,Moderate,8.2
2023-01-24 04:53:55.625667,96.1,2.24,4.39,5000.0,24.7,46.5,Cairo,Very Unhealthy,35.5
2021-10-29 15:50:48.633700,222.0,111.41,250.82,461.6,39.3,92.5,Beijing,MODERATE,32.4
2021-05-22 14:07:13.924966,24.6,0.4,0.55,425.5,69.2,11.0,Los Angeles,good,17.7
2021-08-03 00:13:03.908979,125.5,2.04,4.2,400.7,4.1,19.7,London,MODERATE,31.4
2023-02-13 23:08:21.612431,9.4,17.41,23.45,413.0,14.2,22.2,Sydney,Very Unhealthy,15.8
2022-08-28 05:48:26.715621,125.1,6.42,,425.7,1.6,24.5,Sydney,Hazardous,
2021-03-18 10:14:31.158965,166.0,8.44,20.68,459.8,22.6,31.2,New York,Unhealthy,8.8
2022-11-19 06:29:55.746168,11.2,0.17,0.33,432.1,47.6,200.2,Toronto,Good,11.9
2022-03-26 08:45:01.166078,85.8,19.23,24.75,470.6,93.5,40.3,London,,25.2
,52.3,45.27,89.51,404.6,67.8,2.5,Cairo,Hazardous,41.7
2022-03-04 18:17:17.359590,78.0,12.59,16.1,,9.5,153.3,Los Angeles,Moderate,16.7
2023-03-20 03:35:41.174098,48.3,83.01,110.45,348.9,21.6,27.4,Beijing,good,13.2
2020-10-11 09:23:36.619407,46.4,3.93,6.43,407.2,11.0,147.6,,Very Unhealthy,9.8
2021-03-13 04:21:10.751086,-50.0,500.0,979.29,416.2,25.2,98.2,Cairo,Good,22.0
2022-06-24 10:24:58.622724,19.6,8.62,13.14,445.3,3.0,10.9,Los Angeles,Good,25.1
2023-01-11 09:21:44.478112,13.0,8.48,18.65,387.6,1.6,25.6,Cairo,Hazardous,25.1
2022-01-19 20:31:20.546480,39.0,16.48,32.7,361.0,114.3,11.5,Toronto,Good,30.0
2022-01-04 04:22:40.092610,203.1,8.27,10.45,455.0,2.2,32.7,Toronto,Good,17.5
2023-01-20 23:52:24.882873,5.8,11.7,18.35,352.4,110.1,8.8,New York,,29.2
2022-12-16 03:29:38.612950,73.7,64.03,134.73,413.9,3.7,1.4,,good,39.4
2023-02-01 21:02:59.249009,33.5,6.09,14.75,417.0,11.4,20.8,Sydney,Hazardous,25.0
2023-06-04 19:55:15.693040,,39.61,63.01,406.6,104.7,3.0,Los Angeles,good,25.3
