ship_date,weight_kg,volume_cubic_m,distance_km,shipping_cost_usd,carrier,delivery_days,damaged,late_delivery,priority,ship_month,cost_per_kg
2024-06-06 12:50:57.411033,20.55,0.297,183.0,23.06,fedex,13.0,0.0,1.0,overnight,6.0,1.122141119221411
2021-01-22 18:24:32.403897,5.4,0.373,240.5,2.89,ups,9.0,0.0,1.0,standard,1.0,0.5351851851851852
2021-11-18 05:10:31.966445,17.97,1.63,95.5,30.15,fedex,3.0,0.0,1.0,express,11.0,1.67779632721202
2023-04-15 11:56:23.268754,6.62,1.088,2164.1,13.844999999999999,ups,6.0,0.0,0.0,standard,4.0,2.0913897280966767
2021-12-16 17:06:02.006234,5.06,0.152,168.6,14.73,amazon logistics,6.0,1.0,0.0,express,12.0,2.9110671936758896
2024-09-29 19:06:04.805373,20.96,0.078,73.9,6.16,ontrac,3.0,0.0,1.0,express,9.0,0.29389312977099236
2023-08-08 17:03:33.008484,22.69,0.338,254.1,15.22,ups,365.0,0.0,0.0,overnight,8.0,0.6707800793301013
2021-05-12 02:46:50.873413,94.63,0.281,1270.1,56.91,ups,1.0,0.0,0.0,overnight,5.0,0.6013949064778611
2023-05-15 22:34:28.104445,14.9,0.171,817.6,13.844999999999999,fedex,2.0,0.0,0.0,standard,5.0,0.9291946308724831
2022-10-24 07:56:27.042562,1.86,0.426,659.8,11.23,ups,7.0,0.0,1.0,economy,10.0,6.03763440860215
2023-01-09 06:33:00.926442,13.86,0.191,1262.0,26.04,unknown,5.0,0.0,0.0,overnight,1.0,1.878787878787879
2024-09-29 16:53:36.534833,0.16,0.159,115.0,13.844999999999999,fedex,11.0,0.0,0.0,economy,9.0,86.53124999999999
2024-05-31 00:50:15.373096,76.88,0.103,260.7,48.15,dhl,7.0,0.0,1.0,economy,5.0,0.6263007284079084
2023-07-17 02:02:25.160421,29.8,0.063,314.4,18.25,unknown,8.0,0.0,0.0,standard,7.0,0.6124161073825504
2024-08-19 01:23:09.078430,2.92,0.565,873.8,37.47,dhl,13.0,0.0,0.0,overnight,8.0,12.832191780821917
2024-09-10 02:26:16.081391,15.94,0.756,281.9,21.83,usps,9.0,0.0,0.0,standard,9.0,1.3695106649937263
2024-06-09 22:32:32.016127,53.95,0.82,366.3,38.28,amazon logistics,13.0,0.0,0.0,express,6.0,0.7095458758109361
2022-03-03 08:58:25.574108,12.25,0.547,21.8,8.07,amazon logistics,5.0,0.0,0.0,standard,3.0,0.6587755102040816
,13.96,0.162,431.7,11.38,dhl,4.0,0.0,0.0,overnight,,0.8151862464183381
2024-10-24 13:36:17.406275,1.01,0.558,1490.5,27.98,ontrac,4.0,0.0,0.0,express,10.0,27.702970297029704
2022-04-17 17:18:05.489771,43.82,0.268,149.8,25.27,fedex,10.0,0.0,1.0,express,4.0,0.5766773162939297
2023-06-20 00:42:46.315429,21.25,0.808,145.6,4.49,fedex,3.0,0.0,0.0,standard,6.0,0.21129411764705883
2021-09-14 23:23:57.959804,3.35,0.426,110.3,6.95,fedex,10.0,0.0,0.0,same day,9.0,2.074626865671642
2021-11-11 19:18:18.380677,60.38,0.123,848.3,36.26,fedex,5.0,0.0,0.0,standard,11.0,0.6005299768135144
2022-06-22 04:42:47.284063,9.67,0.096,525.2,11.02,ontrac,7.0,0.0,0.0,standard,6.0,1.139607032057911
2024-08-31 21:57:31.318233,31.76,0.48,237.8,4.37,fedex,2.0,0.0,1.0,standard,8.0,0.13759445843828716
2022-03-28 09:54:23.196522,2.29,500.0,519.9,5.49,fedex,3.0,0.0,0.0,overnight,3.0,2.3973799126637556
2023-02-16 04:16:17.295046,14.9,0.202,23.7,0.39,ontrac,11.0,0.0,0.0,same day,2.0,0.026174496644295303
2021-04-25 21:08:33.740027,11.31,0.231,467.2,25.37,fedex,4.0,0.0,0.0,express,4.0,2.2431476569407605
2024-02-20 10:27:34.699005,3.36,0.891,320.5,1.62,usps,1.0,0.0,0.0,economy,2.0,0.4821428571428572
2023-07-16 17:18:17.480289,42.46,0.067,328.9,29.12,unknown,11.0,0.0,0.0,express,7.0,0.6858219500706547
2023-01-05 01:45:10.671009,14.9,0.22,2008.8,48.86,usps,9.0,0.0,0.0,same day,1.0,3.279194630872483
2021-07-20 03:33:30.929676,42.41,0.76,628.7,47.97,fedex,13.0,0.0,1.0,express,7.0,1.1311011553878803
2024-06-08 04:24:58.749586,82.07,0.357,120.7,69.01,fedex,1.0,1.0,1.0,standard,6.0,0.8408675520896797
2021-11-21 12:02:18.999176,14.31,0.117,320.5,5.5,ups,11.0,0.0,0.0,standard,11.0,0.38434661076170507
2023-03-13 12:21:25.683687,5.41,0.31,674.2,20.53,fedex,13.0,0.0,0.0,overnight,3.0,3.7948243992606288
2024-10-31 04:44:06.312341,4.37,0.614,232.1,9.78,ontrac,7.0,0.0,0.0,same day,10.0,2.237986270022883
2021-12-09 13:28:48.963477,90.45,0.331,273.5,42.44,unknown,11.0,0.0,1.0,standard,12.0,0.4692095080154781
2022-06-07 07:39:16.800254,23.27,0.003,235.0,16.63,usps,1.0,0.0,0.0,express,6.0,0.7146540610227761
2024-09-23 11:55:16.823868,18.12,0.134,671.6,17.97,fedex,5.0,0.0,1.0,same day,9.0,0.9917218543046357
2021-01-02 17:43:08.468691,3.77,0.402,289.7,13.844999999999999,ups,7.0,0.0,0.0,unknown,1.0,3.672413793103448
2022-11-30 13:48:43.139476,2.19,0.772,335.0,3.85,ontrac,8.0,0.0,0.0,express,11.0,1.7579908675799087
2023-04-21 13:06:32.306764,118.31,0.884,733.0,85.4,dhl,12.0,0.0,0.0,express,4.0,0.7218324740089596
2024-12-21 01:17:01.025264,30.46,0.129,160.5,23.64,fedex,4.0,0.0,0.0,standard,12.0,0.7760998030203545
2022-02-14 07:42:58.368033,0.85,0.604,422.3,12.49,ontrac,5.0,0.0,0.0,express,2.0,14.694117647058825
,40.29,0.196,114.4,32.71,fedex,5.0,0.0,0.0,unknown,,0.8118639861007695
2021-07-16 15:31:28.978146,29.21,0.274,320.5,27.5,ontrac,7.0,0.0,0.0,express,7.0,0.9414584046559398
2023-09-18 22:05:23.493608,22.3,0.907,325.3,15.77,amazon logistics,4.0,0.0,0.0,standard,9.0,0.7071748878923766
2023-03-07 06:10:11.029778,4.48,0.12,604.2,5.69,usps,12.0,1.0,0.0,same day,3.0,1.2700892857142856
2024-10-24 08:08:21.496632,17.69,0.624,981.1,19.71,ups,11.0,0.0,1.0,overnight,10.0,1.1141888072357264
2022-03-27 19:12:33.302737,21.64,0.976,109.2,18.0,amazon logistics,2.0,0.0,0.0,overnight,3.0,0.8317929759704251
2022-11-21 09:28:20.404888,36.0,0.968,244.9,7.29,usps,7.0,0.0,1.0,same day,11.0,0.2025
,11.91,0.738,293.3,22.39,usps,12.0,0.0,0.0,economy,,1.8799328295549957
2024-12-26 19:43:30.920272,3.13,0.55,894.7,23.25,fedex,4.0,0.0,0.0,standard,12.0,7.428115015974441
2024-05-17 10:43:09.548694,18.43,1.164,330.2,7.34,fedex,7.0,0.0,0.0,standard,5.0,0.39826370048833426
2023-08-05 05:35:25.473803,31.01,0.027,397.2,8.67,ups,1.0,0.0,0.0,overnight,8.0,0.27958722992583035
2022-11-15 07:47:29.409538,7.29,0.503,901.5,16.82,usps,4.0,0.0,0.0,standard,11.0,2.307270233196159
2024-08-23 02:22:36.970164,14.9,0.668,337.7,9.19,amazon logistics,11.0,0.0,0.0,overnight,8.0,0.6167785234899328
2023-08-01 17:31:14.272744,6.46,0.118,379.0,14.56,dhl,6.0,0.0,0.0,same day,8.0,2.253869969040248
2021-07-27 10:47:23.028648,29.4,0.938,324.4,0.68,usps,4.0,0.0,0.0,standard,7.0,0.023129251700680274
2021-07-06 21:56:44.621848,27.05,0.835,1662.4,29.5,fedex,8.0,0.0,0.0,overnight,7.0,1.0905730129390019
2024-03-27 00:26:42.372289,10000.0,0.597,687.2,5015.67,amazon logistics,6.0,0.0,0.0,economy,3.0,0.501567
2023-08-03 22:42:07.280285,19.75,0.326,149.0,13.844999999999999,usps,5.0,0.0,1.0,standard,8.0,0.7010126582278481
2023-04-08 04:39:23.278356,18.4,1.329,71.5,20.55,dhl,2.0,0.0,1.0,express,4.0,1.1168478260869565
2024-09-20 05:53:33.619665,37.13,0.386,213.1,23.91,amazon logistics,2.0,0.0,0.0,express,9.0,0.6439536762725558
2022-04-06 06:32:45.618794,32.74,0.033,69.5,16.76,ontrac,6.0,0.0,0.0,overnight,4.0,0.5119120342089187
2022-08-23 23:11:07.919555,41.49,0.994,844.7,23.61,fedex,7.0,0.0,0.0,express,8.0,0.569052783803326
2021-03-23 12:30:44.421519,14.9,0.331,920.0,2.97,amazon logistics,3.0,0.0,0.0,express,3.0,0.19932885906040268
2021-09-30 12:31:51.954472,27.34,0.422,784.6,41.42,dhl,3.0,0.0,0.0,economy,9.0,1.514996342355523
2023-11-19 12:12:50.936988,18.19,0.064,649.9,12.71,amazon logistics,10.0,0.0,0.0,standard,11.0,0.6987355689939527
2021-09-23 07:36:14.126153,9.41,0.082,1281.9,3.21,ups,13.0,0.0,1.0,unknown,9.0,0.34112646121147716
2023-08-06 15:39:49.089886,24.7,0.536,888.5,23.91,ups,4.0,0.0,1.0,express,8.0,0.9680161943319838
2023-08-08 02:35:16.842366,31.02,0.137,854.8,13.844999999999999,dhl,9.0,0.0,0.0,economy,8.0,0.4463249516441006
2021-10-05 13:14:53.007816,75.19,-0.5,516.3,53.68,usps,4.0,0.0,0.0,express,10.0,0.7139247240324511
2023-08-10 23:05:42.910992,31.42,1.007,40.2,25.09,ups,2.0,0.0,0.0,standard,8.0,0.7985359643539146
2024-09-04 20:07:45.276041,5.86,0.988,1168.4,5.91,amazon logistics,1.0,0.0,0.0,standard,9.0,1.0085324232081911
2023-07-19 22:10:26.902785,13.38,0.687,23.2,0.04,ups,12.0,0.0,0.0,overnight,7.0,0.0029895366218236174
2023-04-07 22:28:12.256398,1.01,0.322,614.2,13.844999999999999,amazon logistics,8.0,0.0,0.0,economy,4.0,13.707920792079207
2024-06-03 16:19:10.790131,9.59,1.395,109.5,12.4,amazon logistics,6.0,0.0,0.0,economy,6.0,1.2930135557872784
2021-04-26 10:54:57.639861,0.1,0.196,182.7,2.3,fedex,13.0,0.0,1.0,standard,4.0,22.999999999999996
2022-04-29 00:06:50.351107,9.77,0.198,256.6,8.07,fedex,8.0,0.0,0.0,economy,4.0,0.8259979529170932
2022-03-16 15:22:55.612089,15.43,0.297,35.3,14.25,fedex,7.0,0.0,0.0,express,3.0,0.9235255994815295
2022-07-18 01:25:06.799043,12.29,1.09,1097.8,42.0,fedex,2.0,0.0,0.0,standard,7.0,3.417412530512612
2021-08-12 00:55:47.862129,7.27,0.319,294.5,13.844999999999999,unknown,4.0,0.0,1.0,economy,8.0,1.904401650618982
2024-03-10 08:46:01.781287,19.99,0.331,451.7,5.52,fedex,4.0,0.0,1.0,express,3.0,0.27613806903451726
2024-07-01 22:56:07.088521,38.62,0.105,1162.1,36.27,fedex,2.0,0.0,0.0,economy,7.0,0.9391506991196272
2023-08-04 00:12:37.569142,1.22,0.108,163.2,16.69,fedex,13.0,0.0,0.0,economy,8.0,13.68032786885246
2023-11-16 09:37:47.159656,0.74,0.285,26.8,13.844999999999999,ups,11.0,0.0,0.0,standard,11.0,18.70945945945946
2023-06-22 04:21:08.619828,68.95,0.193,320.5,13.844999999999999,ontrac,1.0,0.0,0.0,standard,6.0,0.2007976794778825
2024-04-02 23:02:44.886816,14.07,0.088,123.3,5.92,dhl,13.0,0.0,0.0,standard,4.0,0.42075337597725654
2021-06-28 02:14:47.632460,10.91,0.3,269.6,13.844999999999999,fedex,9.0,0.0,0.0,standard,6.0,1.2690192483959668
2022-10-12 06:37:24.334114,6.67,0.059,731.3,13.844999999999999,fedex,2.0,0.0,0.0,economy,10.0,2.075712143928036
2023-08-16 21:23:01.138509,16.25,0.039,223.6,3.86,fedex,1.0,0.0,0.0,standard,8.0,0.23753846153846153
2021-12-16 13:20:41.262526,51.69,0.041,671.1,15.86,fedex,5.0,0.0,0.0,overnight,12.0,0.3068291739214548
,25.46,0.488,241.9,25.11,amazon logistics,1.0,0.0,0.0,same day,,0.9862529457973291
2024-02-16 12:19:43.874421,37.79,0.658,489.9,50.05,fedex,10.0,0.0,0.0,overnight,2.0,1.32442445091294
2022-11-17 12:46:00.518205,3.82,0.006,179.4,10.47,usps,8.0,0.0,1.0,standard,11.0,2.740837696335079
2022-11-15 07:47:29.409538,7.29,0.503,320.5,16.82,usps,4.0,0.0,0.0,unknown,11.0,2.307270233196159
2024-10-05 13:39:31.721610,6.32,0.555,10.6,8.68,fedex,7.0,0.0,0.0,express,10.0,1.3734177215189873
2021-12-17 13:10:36.834670,27.0,0.082,76.4,8.01,fedex,9.0,0.0,0.0,economy,12.0,0.29666666666666663
2024-08-30 13:27:41.867834,28.51,0.14,1631.7,30.43,unknown,13.0,0.0,1.0,express,8.0,1.0673447913012977
2021-05-26 16:10:29.575714,7.14,0.203,85.3,13.844999999999999,usps,6.0,0.0,1.0,economy,5.0,1.9390756302521008
2021-11-26 23:13:54.388578,54.15,0.312,320.5,22.65,usps,13.0,0.0,0.0,same day,11.0,0.4182825484764543
2021-12-20 16:12:02.372756,20.05,0.493,409.9,13.87,fedex,12.0,0.0,0.0,express,12.0,0.6917705735660847
2023-05-07 18:24:04.038468,32.46,0.344,758.0,39.77,dhl,5.0,0.0,0.0,standard,5.0,1.225200246457178
2021-08-20 02:40:54.153439,6.48,0.169,984.6,30.35,fedex,1.0,0.0,0.0,standard,8.0,4.683641975308642
2024-10-05 10:17:23.411842,15.21,0.331,90.8,15.25,fedex,4.0,0.0,0.0,express,10.0,1.0026298487836949
2024-10-22 03:20:35.077747,24.79,0.285,237.5,18.66,usps,6.0,0.0,0.0,standard,10.0,0.7527228721258572
2024-04-07 04:53:37.319924,8.88,0.53,786.5,30.69,ontrac,11.0,0.0,0.0,standard,4.0,3.456081081081081
2022-05-17 03:44:40.204591,81.84,0.153,501.1,49.08,fedex,9.0,0.0,0.0,express,5.0,0.5997067448680351
2021-06-25 13:27:49.466924,6.07,0.363,470.6,6.86,fedex,2.0,0.0,1.0,overnight,6.0,1.130148270181219
2022-02-12 20:46:46.867224,6.5,1.375,2607.2,23.24,unknown,13.0,0.0,0.0,standard,2.0,3.575384615384615
2024-12-12 10:57:41.486380,2.77,0.492,756.5,4.57,usps,7.0,0.0,0.0,economy,12.0,1.6498194945848377
2022-05-18 04:41:15.766436,1.33,0.64,157.6,10.39,ups,6.0,0.0,0.0,standard,5.0,7.81203007518797
2022-06-15 20:12:49.449708,0.21,0.901,112.6,13.844999999999999,fedex,11.0,0.0,0.0,standard,6.0,65.92857142857143
2024-10-14 02:05:14.796266,4.64,0.331,751.9,5.24,ontrac,4.0,0.0,0.0,standard,10.0,1.1293103448275863
2024-11-05 22:07:14.137242,5.47,0.678,502.0,2.67,fedex,11.0,0.0,0.0,economy,11.0,0.4881170018281536
2023-12-17 06:16:53.525623,4.5,0.068,250.0,4.28,amazon logistics,3.0,0.0,0.0,overnight,12.0,0.9511111111111111
2024-04-06 16:11:58.325984,8.99,0.299,134.8,15.75,ontrac,5.0,0.0,1.0,overnight,4.0,1.7519466073414904
2024-05-03 07:15:44.102897,43.39,0.369,600.0,39.88,usps,13.0,0.0,1.0,unknown,5.0,0.9191057847430284
2022-06-21 12:46:01.063732,16.13,0.416,844.8,6.05,fedex,13.0,0.0,0.0,standard,6.0,0.375077495350279
2024-11-20 02:37:48.960909,12.82,0.169,417.2,0.21,amazon logistics,3.0,0.0,0.0,standard,11.0,0.01638065522620905
2021-04-08 08:05:06.692204,32.06,0.082,157.8,27.73,usps,9.0,0.0,0.0,standard,4.0,0.8649407361197754
2024-09-16 06:06:28.364103,42.14,0.876,245.3,11.4,dhl,10.0,0.0,0.0,same day,9.0,0.2705268153773137
2021-08-16 17:13:15.619657,9.61,0.054,353.1,27.09,amazon logistics,3.0,0.0,0.0,standard,8.0,2.818938605619147
2023-10-18 23:50:25.722710,51.41,0.472,507.9,23.42,amazon logistics,13.0,0.0,0.0,economy,10.0,0.4555533942812683
2023-08-30 10:57:36.285055,18.14,0.093,41.5,15.47,usps,9.0,0.0,1.0,same day,8.0,0.8528114663726571
2024-01-30 22:00:46.516786,49.7,0.527,320.5,33.87,ontrac,13.0,0.0,0.0,express,1.0,0.6814889336016096
2024-11-24 13:48:15.719957,23.36,0.148,652.1,26.08,usps,1.0,0.0,0.0,same day,11.0,1.1164383561643836
2022-02-15 01:01:49.137649,14.69,0.876,51.3,13.844999999999999,fedex,1.0,0.0,0.0,overnight,2.0,0.9424778761061946
2023-10-18 14:04:01.274826,12.37,0.147,363.1,7.02,fedex,4.0,0.0,0.0,same day,10.0,0.5675020210185934
2024-11-06 14:36:52.436467,0.43,0.013,1404.8,13.0,ontrac,3.0,0.0,0.0,unknown,11.0,30.232558139534884
2023-07-18 03:54:11.732004,29.46,0.818,320.5,13.82,ups,7.0,0.0,0.0,overnight,7.0,0.46911065852002715
2022-01-06 06:52:39.694367,1.8,0.659,0.2,1.81,usps,11.0,0.0,0.0,standard,1.0,1.0055555555555555
2023-10-13 07:44:20.208905,32.51,0.181,65.6,9.42,dhl,9.0,0.0,0.0,economy,10.0,0.28975699784681636
2024-05-17 14:09:07.364718,24.34,0.367,225.6,11.35,fedex,11.0,0.0,0.0,standard,5.0,0.4663105998356615
2024-09-21 13:00:48.268008,36.15,0.021,12.4,20.82,amazon logistics,10.0,0.0,0.0,standard,9.0,0.5759336099585063
2022-09-16 03:49:28.566269,38.01,0.971,115.3,29.16,amazon logistics,3.0,0.0,1.0,standard,9.0,0.7671665351223362
,14.9,0.539,72.4,27.36,dhl,1.0,0.0,0.0,standard,,1.8362416107382549
2022-01-25 04:05:20.674171,6.99,0.494,1120.7,13.844999999999999,dhl,5.0,0.0,0.0,overnight,1.0,1.9806866952789697
2023-08-14 15:17:33.972969,20.05,0.025,62.5,13.13,ups,10.0,0.0,1.0,express,8.0,0.6548628428927681
2021-06-26 08:35:33.569913,24.69,0.146,161.3,9.46,dhl,6.0,0.0,0.0,economy,6.0,0.38315107330903203
2022-06-30 20:07:34.476285,10.5,0.037,456.5,21.38,ontrac,2.0,0.0,0.0,standard,6.0,2.036190476190476
2024-06-04 21:17:08.657614,0.7,0.331,332.6,6.0,usps,12.0,0.0,0.0,economy,6.0,8.571428571428571
2021-06-21 12:11:20.021836,57.51,0.54,110.9,37.76,fedex,10.0,0.0,0.0,standard,6.0,0.6565814640932012
2021-09-25 00:17:25.929478,50.97,0.042,618.3,26.65,amazon logistics,4.0,0.0,1.0,express,9.0,0.5228565823033157
2023-10-08 18:10:55.201416,23.41,0.644,1115.5,15.46,fedex,11.0,0.0,0.0,standard,10.0,0.6604015378043572
2023-08-04 17:18:37.165924,14.64,0.021,1409.6,25.56,dhl,4.0,0.0,0.0,standard,8.0,1.7459016393442621
2022-09-27 17:21:09.863947,22.73,0.488,2067.1,21.12,dhl,9.0,0.0,0.0,standard,9.0,0.9291684997800265
2024-06-05 13:54:43.421733,14.9,0.672,284.8,25.23,dhl,3.0,0.0,0.0,standard,6.0,1.693288590604027
2024-02-29 12:01:32.490615,40.49,0.312,155.6,20.86,unknown,2.0,0.0,1.0,overnight,2.0,0.5151889355396394
2023-06-28 18:06:01.522052,14.61,0.041,203.5,11.74,dhl,8.0,0.0,0.0,express,6.0,0.8035592060232718
2022-01-27 15:31:14.790554,7.14,0.209,1150.0,0.72,unknown,9.0,0.0,0.0,express,1.0,0.10084033613445378
2021-06-02 15:07:49.081279,16.93,0.085,460.8,20.98,fedex,7.0,0.0,0.0,overnight,6.0,1.2392203189604254
2023-11-16 22:32:33.924477,18.43,1.061,113.5,13.56,ontrac,7.0,0.0,0.0,standard,11.0,0.7357569180683668
2023-09-28 00:13:13.123604,7.68,0.0,1690.5,31.71,ontrac,2.0,0.0,0.0,standard,9.0,4.12890625
2022-12-02 17:01:31.615283,29.09,0.004,308.4,20.8,fedex,9.0,0.0,1.0,unknown,12.0,0.7150223444482641
2022-12-19 10:22:57.191613,59.35,0.339,25.7,20.76,fedex,8.0,0.0,0.0,overnight,12.0,0.3497893850042123
2024-10-12 05:31:15.158826,10.29,0.152,398.0,1.7,ontrac,12.0,0.0,0.0,express,10.0,0.1652089407191448
2023-10-20 09:19:09.455768,20.79,0.044,1258.0,41.81,usps,4.0,0.0,0.0,same day,10.0,2.0110630110630114
2022-12-11 23:35:59.987873,31.73,0.331,352.1,19.24,ontrac,7.0,0.0,1.0,express,12.0,0.6063662149385439
2022-07-28 19:40:56.538155,22.72,0.249,151.8,19.45,ontrac,5.0,0.0,0.0,overnight,7.0,0.8560739436619719
2023-10-06 15:26:33.483472,10.73,0.085,441.4,0.34,dhl,5.0,0.0,0.0,unknown,10.0,0.03168685927306617
2023-08-08 23:18:25.078856,10.06,0.749,188.0,6.07,ups,13.0,0.0,0.0,economy,8.0,0.6033797216699801
2023-09-09 06:51:24.213321,18.09,0.384,287.1,31.23,usps,11.0,0.0,1.0,overnight,9.0,1.7263681592039801
2024-10-04 14:44:22.947114,17.42,0.964,1161.5,19.2,ontrac,4.0,0.0,0.0,express,10.0,1.1021814006888633
2023-04-04 00:35:26.177453,18.27,0.682,545.7,11.17,fedex,7.0,0.0,0.0,standard,4.0,0.6113847837985769
2022-01-23 21:57:21.302356,0.05,0.672,50000.0,491.29,ontrac,12.0,0.0,0.0,overnight,1.0,9825.8
2021-01-20 18:51:50.291190,13.04,0.235,255.5,15.58,fedex,10.0,0.0,1.0,express,1.0,1.1947852760736197
2022-01-18 17:19:42.630908,7.91,0.414,276.8,7.03,unknown,11.0,0.0,0.0,standard,1.0,0.888748419721871
2023-06-21 20:10:54.357208,0.2,0.295,212.0,10.7,fedex,7.0,0.0,1.0,overnight,6.0,53.49999999999999
2022-12-10 22:15:42.160512,48.67,0.132,1562.2,38.74,amazon logistics,3.0,0.0,0.0,express,12.0,0.795972878569961
2024-04-06 04:00:38.301079,18.66,1.286,2081.6,20.62,fedex,4.0,0.0,0.0,express,4.0,1.105037513397642
2022-01-28 02:26:49.957827,14.9,1.505,129.9,10.73,fedex,9.0,0.0,0.0,economy,1.0,0.7201342281879195
2022-11-18 13:54:08.708812,26.94,0.067,1085.4,8.78,unknown,7.0,0.0,0.0,overnight,11.0,0.32590942835931697
2021-04-03 08:32:40.080795,14.9,0.185,762.1,4.82,fedex,2.0,0.0,1.0,express,4.0,0.32348993288590605
2023-09-19 14:23:24.676365,22.36,0.966,20.3,13.844999999999999,ups,5.0,0.0,1.0,express,9.0,0.6191860465116279
2024-01-06 11:27:28.441550,2.93,0.776,385.8,13.4,ontrac,13.0,0.0,0.0,express,1.0,4.573378839590443
2022-12-27 22:35:30.467398,14.9,0.417,1513.2,19.58,dhl,365.0,0.0,0.0,express,12.0,1.3140939597315435
2023-10-13 08:40:07.241451,62.85,0.487,687.1,36.66,fedex,10.0,0.0,0.0,express,10.0,0.5832935560859188
2024-04-24 03:08:40.766977,13.24,0.088,136.4,8.91,fedex,7.0,0.0,0.0,standard,4.0,0.6729607250755287
2022-04-19 11:53:13.792246,31.16,0.331,209.0,33.47,fedex,11.0,0.0,0.0,standard,4.0,1.0741335044929397
2021-05-08 19:20:38.905193,1.68,0.233,1028.0,13.844999999999999,fedex,3.0,0.0,0.0,standard,5.0,8.241071428571429
2023-05-16 21:43:42.547161,12.15,0.762,235.7,14.16,dhl,3.0,0.0,0.0,standard,5.0,1.165432098765432
2024-11-04 03:12:41.136820,10.35,0.5,347.3,24.95,ups,9.0,0.0,0.0,economy,11.0,2.4106280193236715
2021-07-15 14:35:08.574698,76.44,0.507,317.2,47.07,fedex,12.0,1.0,0.0,overnight,7.0,0.6157770800627944
2021-11-21 22:39:23.488689,44.5,0.121,1704.2,53.69,ontrac,10.0,0.0,0.0,express,11.0,1.2065168539325841
2022-09-18 01:17:31.109392,20.62,1.2,19.1,9.42,ups,3.0,0.0,0.0,standard,9.0,0.45683802133850626
2022-11-25 17:24:26.888848,35.14,0.116,968.1,26.85,fedex,5.0,0.0,0.0,express,11.0,0.7640865110984634
2023-03-31 10:38:04.490523,5.97,0.374,265.8,23.22,ontrac,12.0,0.0,0.0,express,3.0,3.8894472361809047
2021-12-12 00:28:08.922139,50.89,0.299,120.3,13.844999999999999,usps,6.0,0.0,1.0,same day,12.0,0.2720573786598546
2022-08-09 21:17:38.082020,47.97,1.082,282.4,37.43,fedex,7.0,0.0,0.0,standard,8.0,0.780279341254951
2024-09-24 08:42:22.907466,87.59,0.159,467.0,41.85,usps,9.0,0.0,0.0,standard,9.0,0.47779426875214065
2024-12-21 10:38:56.950868,8.8,0.21,153.6,16.37,fedex,7.0,0.0,0.0,express,12.0,1.8602272727272726
2022-08-15 08:09:33.198443,79.48,1.172,772.6,44.8,ups,7.0,0.0,0.0,same day,8.0,0.5636638147961751
2022-10-09 07:59:44.743929,6.92,0.725,320.5,21.59,fedex,8.0,0.0,0.0,economy,10.0,3.1199421965317917
2022-04-12 21:23:34.221190,2.54,0.754,945.2,13.844999999999999,amazon logistics,1.0,0.0,0.0,overnight,4.0,5.450787401574803
2022-06-26 05:59:15.598006,0.51,0.696,518.1,4.36,fedex,4.0,0.0,0.0,standard,6.0,8.549019607843137
,37.55,0.115,229.7,21.27,usps,6.0,0.0,0.0,economy,,0.5664447403462051
2021-11-25 08:56:46.099760,47.5,0.385,262.3,18.83,fedex,6.0,0.0,1.0,express,11.0,0.3964210526315789
2021-01-27 09:14:30.843174,4.81,0.224,84.2,24.09,ontrac,9.0,0.0,0.0,same day,1.0,5.008316008316009
,16.23,0.371,670.2,9.69,amazon logistics,13.0,0.0,1.0,express,,0.5970425138632163
2021-11-03 08:05:57.849381,12.08,0.066,803.3,4.73,dhl,9.0,0.0,1.0,standard,11.0,0.3915562913907285
2023-11-27 07:57:08.561034,103.93,0.014,522.8,46.92,fedex,7.0,0.0,0.0,express,11.0,0.4514577119214856
