,tenure_months,monthly_charge_usd,data_usage_gb,calls_per_month,plan_type,churned,complaints_count,contract_type,payment_method,tech_support_calls
295,67.0,76.15,1.03,95.0,Premium,1.0,0.0,Annual,Manual,18.0
296,21.0,88.7,19.19,259.0,Family,0.0,4.0,monthly,Bank Transfer,7.0
297,43.0,48.07,0.52,281.0,Unlimited,0.0,4.0,monthly,Auto Pay,7.0
298,31.0,60.61,0.44,211.0,Premium,0.0,8.0,2-Year,Credit Card,9.0
299,13.0,45.41,4.32,400.0,Standard,0.0,6.0,2-Year,Bank Transfer,19.0
300,15.0,81.28,2.08,71.0,Unlimited,0.0,9.0,Annual,auto pay,8.0
301,6.0,88.34,6.12,275.60165975103735,Family,1.0,7.0,ANNUAL,auto pay,2.0
302,-5.0,50.86,14.83,167.0,Premium,1.0,1.0,monthly,Bank Transfer,19.0
303,42.69874476987448,56.05,26.81,395.0,Unlimited,1.0,6.0,Monthly,Credit Card,11.0
304,46.0,82.35249471458773,11.78,251.0,Standard,0.0,2.0,2-Year,MANUAL,8.0
305,33.0,79.05,9.658229166666668,22.0,Basic,0.0,5.175365344467641,ANNUAL,auto pay,8.0
306,3.0,65.66,2.87,246.0,Family,0.0,2.0,Annual,Auto Pay,11.0
307,33.0,65.2,1.11,385.0,Premium,1.0,4.0,ANNUAL,Auto Pay,19.0
308,33.0,94.95,7.4,269.0,Family,0.0,2.0,2-Year,auto pay,4.0
309,66.0,90.66,11.74,375.0,Basic,0.0,3.0,2-Year,Manual,2.0
310,42.69874476987448,58.01,9.658229166666668,449.0,Standard,0.0,3.0,Annual,auto pay,9.1995841995842
311,58.0,82.35249471458773,5.56,70.0,PREMIUM,0.21638655462184875,5.175365344467641,monthly,MANUAL,0.0
312,24.0,93.59,1.86,496.0,Premium,1.0,0.0,No Contract,MANUAL,8.0
313,65.0,110.57,7.43,53.0,PREMIUM,0.0,5.175365344467641,Annual,Auto Pay,9.0
314,60.0,82.35249471458773,4.69,0.0,PREMIUM,0.21638655462184875,5.0,Annual,auto pay,4.0
315,70.0,50.95,9.658229166666668,2.0,Standard,0.0,2.0,Monthly,auto pay,3.0
316,39.0,63.19,9.658229166666668,278.0,Family,0.0,6.0,No Contract,Bank Transfer,15.0
317,26.0,64.73,0.49,19.0,Premium,0.0,0.0,Monthly,Auto Pay,2.0
318,62.0,42.42,15.83,275.60165975103735,Family,0.0,4.0,ANNUAL,Credit Card,1.0
319,42.69874476987448,88.78,0.26,412.0,Premium,0.0,2.0,monthly,Credit Card,3.0
320,14.0,58.93,43.86,212.0,Family,0.0,4.0,Monthly,Bank Transfer,15.0
321,27.0,76.36,6.19,275.60165975103735,Family,0.0,3.0,Annual,Manual,15.0
322,71.0,83.12,1.24,17.0,Premium,0.0,3.0,2-Year,Manual,6.0
323,57.0,82.35249471458773,8.08,194.0,PREMIUM,0.0,0.0,Annual,Bank Transfer,4.0
324,42.0,111.12,5.7,42.0,Unlimited,0.0,8.0,Annual,auto pay,11.0
325,27.0,42.52,0.16,276.0,Family,0.0,1.0,monthly,MANUAL,19.0
326,65.0,50.66,1.85,331.0,basic,0.0,1.0,2-Year,Bank Transfer,5.0
327,13.0,75.68,8.33,213.0,Basic,0.21638655462184875,9.0,Monthly,MANUAL,9.0
328,47.0,82.35249471458773,1000.0,417.0,Unlimited,0.0,6.0,Annual,Credit Card,2.0
329,64.0,97.93,5.06,295.0,PREMIUM,1.0,7.0,monthly,MANUAL,17.0
330,65.0,122.52,6.74,414.0,basic,1.0,9.0,Monthly,MANUAL,11.0
331,15.0,64.2,12.09,444.0,Family,1.0,6.0,Annual,Bank Transfer,12.0
332,67.0,70.81,1.65,296.0,Family,0.0,8.0,monthly,Auto Pay,19.0
333,66.0,59.41,8.87,100.0,Basic,0.0,5.0,monthly,Auto Pay,15.0
334,35.0,52.15,21.95,285.0,Family,0.0,5.175365344467641,monthly,MANUAL,3.0
335,68.0,80.56,3.49,402.0,basic,1.0,8.0,No Contract,Auto Pay,13.0
336,50.0,82.35249471458773,9.04,330.0,Unlimited,0.0,0.0,Monthly,auto pay,1.0
337,51.0,36.91,9.658229166666668,260.0,Unlimited,0.0,3.0,No Contract,auto pay,16.0
338,41.0,114.18,10.09,29.0,Standard,0.0,0.0,Annual,Manual,0.0
339,1.0,48.35,0.1,79.0,PREMIUM,0.0,4.0,Annual,Credit Card,13.0
340,23.0,76.68,10.78,75.0,Standard,1.0,9.0,No Contract,Auto Pay,10.0
341,53.0,99.97,6.43,10000.0,Family,0.0,1.0,Monthly,Credit Card,2.0
342,44.0,58.0,11.9,136.0,Unlimited,0.0,6.0,Annual,Auto Pay,6.0
343,36.0,51.42,7.37,118.0,Unlimited,0.0,8.0,monthly,auto pay,17.0
344,60.0,61.64,5.94,263.0,Premium,0.0,6.0,monthly,Auto Pay,3.0
345,32.0,63.85,6.41,27.0,Standard,0.0,8.0,2-Year,Credit Card,4.0
346,15.0,79.05,3.34,319.0,Basic,0.21638655462184875,0.0,Annual,Bank Transfer,4.0
347,8.0,61.52,6.48,290.0,Family,0.0,5.0,Annual,auto pay,2.0
348,4.0,75.2,9.658229166666668,435.0,basic,0.0,3.0,Annual,auto pay,2.0
349,-5.0,35.01,5.0,307.0,Basic,0.0,2.0,Monthly,Credit Card,14.0
350,30.0,79.52,1.09,196.0,Family,0.21638655462184875,1.0,No Contract,Credit Card,12.0
351,6.0,82.35249471458773,28.68,355.0,PREMIUM,0.0,2.0,Annual,Bank Transfer,15.0
352,3.0,65.48,13.02,84.0,Premium,0.0,7.0,No Contract,MANUAL,12.0
353,50.0,76.13,18.3,204.0,Basic,0.0,5.0,ANNUAL,MANUAL,0.0
354,34.0,57.14,11.57,202.0,Unlimited,1.0,5.175365344467641,ANNUAL,Manual,0.0
355,40.0,55.03,2.44,418.0,Unlimited,0.0,8.0,ANNUAL,Auto Pay,11.0
356,52.0,74.45,9.8,266.0,PREMIUM,0.0,2.0,monthly,Manual,6.0
357,62.0,106.62,15.85,483.0,Standard,1.0,6.0,Monthly,MANUAL,9.0
358,5.0,82.35249471458773,15.18,217.0,Standard,0.0,8.0,Annual,auto pay,4.0
359,42.69874476987448,77.68,0.76,23.0,basic,0.0,6.0,ANNUAL,MANUAL,6.0
360,12.0,47.51,1.67,275.60165975103735,PREMIUM,0.0,4.0,Monthly,auto pay,17.0
361,35.0,37.26,0.68,99.0,PREMIUM,0.0,6.0,Monthly,MANUAL,9.1995841995842
362,66.0,38.87,10.27,156.0,Standard,0.0,8.0,2-Year,MANUAL,10.0
363,42.69874476987448,71.24,4.03,407.0,Premium,0.0,5.0,monthly,MANUAL,16.0
364,9.0,47.22,5.6,53.0,Standard,0.0,2.0,ANNUAL,MANUAL,6.0
365,24.0,18.59,0.67,187.0,Unlimited,0.0,8.0,monthly,auto pay,8.0
366,13.0,84.52,0.39,268.0,Family,0.0,2.0,Annual,auto pay,13.0
367,64.0,90.33,11.79,419.0,basic,0.0,6.0,ANNUAL,auto pay,9.1995841995842
368,15.0,44.06,12.3,356.0,basic,0.0,0.0,ANNUAL,Bank Transfer,13.0
369,35.0,103.37,9.658229166666668,344.0,PREMIUM,1.0,9.0,Monthly,MANUAL,0.0
370,43.0,58.55,6.81,193.0,Standard,0.0,7.0,ANNUAL,Auto Pay,9.1995841995842
371,29.0,41.45,6.96,414.0,Basic,0.0,2.0,ANNUAL,auto pay,6.0
372,24.0,48.22,4.44,131.0,Basic,1.0,4.0,monthly,Manual,4.0
373,59.0,85.32,0.29,166.0,basic,0.0,4.0,Annual,Manual,12.0
374,42.69874476987448,91.32,4.79,212.0,Premium,0.0,0.0,ANNUAL,Manual,9.0
375,26.0,76.31,5.24,428.0,Family,0.0,9.0,Annual,Bank Transfer,4.0
376,19.0,46.72,16.91,237.0,basic,0.0,0.0,ANNUAL,Credit Card,4.0
377,67.0,79.76,4.5,330.0,Unlimited,0.0,2.0,monthly,Bank Transfer,13.0
378,54.0,36.61,8.79,25.0,Standard,0.0,2.0,2-Year,MANUAL,1.0
379,40.0,82.86,7.46,324.0,PREMIUM,0.0,6.0,ANNUAL,auto pay,16.0
380,52.0,60.46,7.8,175.0,Basic,0.0,5.0,Annual,Auto Pay,4.0
381,1000.0,74.05,14.07,241.0,Family,0.0,5.0,Annual,MANUAL,2.0
382,28.0,29.68,6.92,1.0,Standard,1.0,9.0,Monthly,Auto Pay,6.0
383,25.0,82.35249471458773,7.13,407.0,Basic,0.0,1.0,Annual,Credit Card,8.0
384,56.0,73.21,3.06,271.0,Basic,0.0,9.0,2-Year,Auto Pay,5.0
385,30.0,127.67,5.89,284.0,Family,0.0,5.0,monthly,MANUAL,11.0
386,61.0,65.9,28.87,475.0,Basic,0.0,8.0,No Contract,Credit Card,13.0
387,55.0,113.05,6.59,275.60165975103735,Standard,1.0,7.0,Annual,Bank Transfer,16.0
388,0.0,84.43,14.24,485.0,Family,1.0,5.0,Annual,Credit Card,11.0
389,0.0,29.28,1.11,362.0,Unlimited,1.0,9.0,monthly,Credit Card,15.0
390,3.0,77.47,1.35,360.0,basic,0.0,5.175365344467641,2-Year,Manual,14.0
391,43.0,44.18,2.63,353.0,Family,1.0,8.0,No Contract,Auto Pay,8.0
392,18.0,25.8,9.658229166666668,355.0,Family,1.0,0.0,Annual,Manual,16.0
393,19.0,87.13,2.1,165.0,Premium,0.0,9.0,Monthly,Auto Pay,16.0
394,18.0,-50.0,8.0,96.0,Standard,0.0,3.0,ANNUAL,Manual,2.0
395,21.0,77.19,14.5,11.0,basic,0.0,5.0,No Contract,auto pay,19.0
396,21.0,13.91,12.4,259.0,Premium,0.0,1.0,Monthly,auto pay,2.0
397,59.0,-50.0,19.18,275.60165975103735,basic,1.0,3.0,Annual,Manual,7.0
398,47.0,66.49,0.37,125.0,basic,0.0,9.0,Annual,Bank Transfer,3.0
399,36.0,42.05,8.93,250.0,Basic,0.0,3.0,2-Year,Manual,13.0
400,63.0,59.21,9.39,285.0,Standard,0.0,8.0,No Contract,auto pay,18.0
401,42.69874476987448,62.29,15.9,76.0,Standard,0.0,5.0,Monthly,Auto Pay,19.0
402,11.0,84.72,6.16,100.0,Basic,0.0,4.0,monthly,auto pay,9.1995841995842
403,49.0,54.09,7.79,323.0,Standard,0.0,0.0,Monthly,Auto Pay,0.0
404,32.0,68.94,9.65,17.0,Unlimited,0.0,3.0,ANNUAL,auto pay,16.0
405,36.0,51.7,4.49,220.0,basic,1.0,8.0,2-Year,auto pay,11.0
406,3.0,51.14,4.2,85.0,Family,0.0,5.175365344467641,2-Year,Auto Pay,18.0
407,38.0,38.27,7.68,132.0,Unlimited,1.0,1.0,Monthly,Credit Card,3.0
408,46.0,101.9,8.96,24.0,basic,0.21638655462184875,3.0,monthly,Bank Transfer,15.0
409,22.0,55.58,11.18,349.0,Premium,0.0,6.0,ANNUAL,MANUAL,11.0
410,37.0,82.23,1.62,379.0,Standard,0.0,1.0,Annual,MANUAL,9.1995841995842
411,36.0,79.02,3.15,21.0,Basic,0.0,8.0,monthly,Bank Transfer,19.0
412,15.0,118.83,8.32,275.60165975103735,Basic,0.0,9.0,Monthly,auto pay,10.0
413,42.69874476987448,124.19,13.43,486.0,Premium,0.0,4.0,monthly,auto pay,0.0
414,52.0,84.05,2.74,2.0,Standard,0.0,3.0,2-Year,Bank Transfer,12.0
415,0.0,37.78,13.0,484.0,Family,0.0,5.0,No Contract,Auto Pay,18.0
416,14.0,114.93,11.78,393.0,Standard,0.0,2.0,2-Year,MANUAL,3.0
417,60.0,81.28,6.53,152.0,Basic,1.0,5.0,No Contract,Auto Pay,17.0
418,11.0,87.38,8.79,246.0,Family,1.0,3.0,2-Year,auto pay,9.1995841995842
419,37.0,69.85,2.2,102.0,Family,1.0,8.0,monthly,auto pay,10.0
420,56.0,22.15,19.29,463.0,Family,0.0,1.0,2-Year,Manual,15.0
421,30.0,31.15,17.46,395.0,Family,0.0,1.0,Annual,auto pay,12.0
422,37.0,39.03,5.1,434.0,Family,0.0,0.0,Annual,Bank Transfer,3.0
423,41.0,74.02,5.85,333.0,Basic,0.0,3.0,Monthly,Manual,8.0
424,28.0,87.72,15.07,278.0,Basic,0.0,1.0,2-Year,Bank Transfer,11.0
425,53.0,51.46,1.14,488.0,Family,0.21638655462184875,0.0,No Contract,Credit Card,18.0
426,23.0,44.07,0.04,372.0,Family,0.0,2.0,ANNUAL,Bank Transfer,14.0
427,43.0,25.56,20.44,412.0,basic,0.0,9.0,No Contract,Credit Card,12.0
428,39.0,78.2,9.92,33.0,Unlimited,0.0,9.0,Monthly,Manual,19.0
429,0.0,30.35,19.33,151.0,PREMIUM,1.0,1.0,2-Year,auto pay,2.0
430,41.0,57.68,4.96,105.0,Family,0.0,5.175365344467641,monthly,auto pay,12.0
431,69.0,79.65,1.22,319.0,basic,0.0,8.0,2-Year,Manual,10.0
432,48.0,51.6,0.78,163.0,basic,1.0,4.0,No Contract,Bank Transfer,5.0
433,8.0,77.51,1.19,380.0,Premium,0.0,2.0,No Contract,Bank Transfer,18.0
434,1.0,8.73,11.62,101.0,PREMIUM,0.0,9.0,No Contract,Manual,5.0
435,13.0,82.35249471458773,0.39,268.0,Family,0.0,2.0,Annual,auto pay,9.1995841995842
436,65.0,82.35249471458773,1.35,305.0,Standard,1.0,0.0,Annual,Credit Card,17.0
437,54.0,127.47,4.6,176.0,Basic,0.0,7.0,monthly,auto pay,9.0
438,63.0,39.8,4.38,440.0,basic,0.0,7.0,monthly,Bank Transfer,8.0
439,61.0,64.53,3.31,161.0,Standard,0.0,9.0,ANNUAL,MANUAL,15.0
440,61.0,101.19,9.658229166666668,310.0,PREMIUM,0.0,6.0,Annual,Manual,3.0
441,44.0,76.61,3.99,121.0,Basic,0.0,0.0,Monthly,auto pay,10.0
442,19.0,107.96,0.66,185.0,Standard,0.0,1.0,monthly,Manual,10.0
443,70.0,71.36,0.97,215.0,basic,1.0,9.0,Monthly,MANUAL,11.0
444,5.0,117.97,15.18,217.0,Standard,0.0,5.175365344467641,Annual,auto pay,4.0
445,14.0,45.77,9.658229166666668,254.0,Basic,0.0,6.0,ANNUAL,auto pay,7.0
446,14.0,87.59,4.42,368.0,basic,1.0,5.0,Annual,Auto Pay,14.0
447,66.0,88.56,1.05,408.0,Standard,0.0,2.0,2-Year,Manual,5.0
448,71.0,82.86,0.68,275.60165975103735,Family,0.0,4.0,2-Year,Bank Transfer,19.0
449,54.0,71.32,1.77,193.0,basic,1.0,2.0,2-Year,Credit Card,8.0
450,1000.0,74.05,14.07,241.0,Family,0.0,5.0,Monthly,MANUAL,9.1995841995842
451,52.0,52.57,5.91,356.0,Basic,0.0,5.0,Monthly,auto pay,4.0
452,13.0,104.76,12.02,171.0,Basic,0.0,1.0,Annual,Manual,8.0
453,60.0,51.46,7.01,205.0,Family,0.0,1.0,Annual,Credit Card,19.0
454,28.0,79.14,0.36,44.0,PREMIUM,0.0,1.0,2-Year,MANUAL,10.0
455,58.0,116.97,10.98,1.0,Standard,0.0,3.0,Monthly,MANUAL,7.0
456,61.0,96.63,0.73,59.0,Premium,1.0,5.175365344467641,No Contract,Auto Pay,2.0
457,29.0,34.79,12.49,349.0,basic,0.0,7.0,No Contract,Manual,0.0
458,48.0,98.52,2.87,77.0,basic,0.0,8.0,Annual,Credit Card,0.0
459,32.0,76.45,9.65,342.0,Premium,0.0,5.0,Monthly,MANUAL,1.0
460,25.0,52.73,2.39,389.0,basic,1.0,0.0,2-Year,auto pay,2.0
461,55.0,77.62,9.658229166666668,304.0,Premium,0.0,7.0,ANNUAL,Auto Pay,4.0
462,69.0,68.67,1.64,148.0,Unlimited,0.0,2.0,Annual,Manual,8.0
463,22.0,39.23,16.42,406.0,Basic,0.0,7.0,monthly,MANUAL,10.0
464,32.0,36.57,3.54,171.0,Unlimited,0.0,1.0,ANNUAL,Auto Pay,1.0
465,49.0,109.5,12.26,496.0,Basic,0.0,3.0,No Contract,Credit Card,14.0
466,21.0,-50.0,17.26,262.0,Standard,0.0,2.0,No Contract,Bank Transfer,10.0
467,59.0,72.64,9.71,491.0,PREMIUM,1.0,1.0,Monthly,Bank Transfer,10.0
468,12.0,22.02,1.91,311.0,basic,0.0,1.0,monthly,Credit Card,7.0
469,49.0,49.13,1.06,345.0,Premium,1.0,3.0,Annual,Credit Card,15.0
470,46.0,71.21,3.85,141.0,Family,0.21638655462184875,0.0,No Contract,Manual,16.0
471,22.0,42.05,10.18,85.0,PREMIUM,0.0,6.0,No Contract,Manual,7.0
472,42.69874476987448,49.98,2.04,187.0,Unlimited,0.0,7.0,2-Year,Auto Pay,4.0
473,39.0,56.25,14.34,95.0,Basic,0.0,5.0,monthly,Manual,16.0
474,35.0,89.99,18.95,77.0,Unlimited,0.0,6.0,Monthly,Auto Pay,8.0
475,34.0,66.21,19.72,150.0,basic,0.21638655462184875,9.0,No Contract,Auto Pay,13.0
476,16.0,60.97,2.54,18.0,Family,0.0,4.0,monthly,auto pay,18.0
477,62.0,82.35249471458773,9.28,242.0,Unlimited,0.0,7.0,No Contract,Auto Pay,12.0
478,42.69874476987448,88.19,0.52,18.0,Premium,1.0,2.0,monthly,Auto Pay,19.0
479,46.0,35.36,3.64,275.60165975103735,PREMIUM,0.0,2.0,Annual,auto pay,7.0
480,13.0,29.58,8.67,207.0,basic,0.0,100.0,No Contract,Bank Transfer,4.0
481,53.0,79.43,2.84,362.0,PREMIUM,1.0,2.0,monthly,Credit Card,9.0
482,48.0,70.26,13.38,408.0,Family,0.0,8.0,ANNUAL,MANUAL,8.0
483,19.0,78.57,1.33,475.0,Unlimited,1.0,5.175365344467641,monthly,Auto Pay,2.0
484,37.0,44.64,9.658229166666668,245.0,Family,0.0,0.0,Annual,auto pay,8.0
485,69.0,45.6,15.99,441.0,Unlimited,0.0,8.0,2-Year,Credit Card,18.0
486,20.0,39.85,4.68,275.60165975103735,Standard,0.0,5.175365344467641,Monthly,auto pay,2.0
487,41.0,82.35249471458773,2.9,147.0,Family,1.0,0.0,2-Year,auto pay,6.0
488,36.0,27.44,1.89,467.0,Premium,1.0,1.0,monthly,auto pay,18.0
489,0.0,63.93,4.14,338.0,Standard,1.0,0.0,Annual,Manual,9.1995841995842
490,33.0,59.08,6.6,478.0,Premium,0.0,2.0,Monthly,MANUAL,11.0
491,43.0,62.48,2.44,92.0,Unlimited,0.0,5.175365344467641,Annual,Auto Pay,13.0
492,29.0,68.81,0.84,267.0,PREMIUM,1.0,5.0,Annual,auto pay,12.0
493,42.69874476987448,84.29,4.45,389.0,PREMIUM,1.0,4.0,ANNUAL,auto pay,9.1995841995842
494,50.0,33.73,1.06,72.0,Unlimited,0.21638655462184875,5.0,2-Year,Auto Pay,11.0
495,65.0,33.58,14.33,185.0,Family,0.0,4.0,Monthly,Manual,19.0
496,69.0,62.06,12.13,368.0,Family,1.0,9.0,monthly,auto pay,6.0
497,14.0,43.24,1.93,321.0,Standard,0.0,4.0,ANNUAL,Credit Card,1.0
498,11.0,41.54,36.91,404.0,basic,0.0,1.0,Monthly,Bank Transfer,0.0
499,44.0,67.37,4.33,79.0,Unlimited,0.0,7.0,No Contract,Manual,16.0
500,3.0,55.77,16.32,275.60165975103735,Family,1.0,9.0,monthly,Credit Card,19.0
501,38.0,-0.21,6.05,488.0,Premium,0.0,5.175365344467641,Annual,Bank Transfer,6.0
502,3.0,69.17,12.28,159.0,Premium,0.0,0.0,Monthly,Credit Card,9.1995841995842
503,23.0,129.9,9.7,87.0,basic,0.21638655462184875,6.0,ANNUAL,auto pay,6.0
504,4.0,51.5,7.47,215.0,Unlimited,0.0,7.0,ANNUAL,auto pay,8.0
505,27.0,82.35249471458773,19.09,269.0,Standard,0.0,5.175365344467641,Annual,auto pay,9.0
506,32.0,53.5,4.47,33.0,Unlimited,0.0,6.0,Annual,auto pay,3.0
507,41.0,46.07,2.23,275.60165975103735,Family,0.0,1.0,Annual,Manual,7.0
